entityId,time_utc,availableBikeNumber
27381,2025-12-14 21:00:00+00:00,
27381,2025-12-14 22:00:00+00:00,
27381,2025-12-14 23:00:00+00:00,
27381,2025-12-15 00:00:00+00:00,
27381,2025-12-15 01:00:00+00:00,
27381,2025-12-15 02:00:00+00:00,
27381,2025-12-15 03:00:00+00:00,
27381,2025-12-15 04:00:00+00:00,
27381,2025-12-15 05:00:00+00:00,
27381,2025-12-15 06:00:00+00:00,
27381,2025-12-15 07:00:00+00:00,3.0
27382,2025-12-14 08:00:00+00:00,
27382,2025-12-14 09:00:00+00:00,
27382,2025-12-14 10:00:00+00:00,
27382,2025-12-14 11:00:00+00:00,
27382,2025-12-14 12:00:00+00:00,
27382,2025-12-14 13:00:00+00:00,
27382,2025-12-14 14:00:00+00:00,
27382,2025-12-14 15:00:00+00:00,
27382,2025-12-14 16:00:00+00:00,
27382,2025-12-14 17:00:00+00:00,
27382,2025-12-14 18:00:00+00:00,
27382,2025-12-14 19:00:00+00:00,
27382,2025-12-14 20:00:00+00:00,
27382,2025-12-14 21:00:00+00:00,
27382,2025-12-14 22:00:00+00:00,
27382,2025-12-14 23:00:00+00:00,
27382,2025-12-15 00:00:00+00:00,
27382,2025-12-15 01:00:00+00:00,
27382,2025-12-15 02:00:00+00:00,
27382,2025-12-15 03:00:00+00:00,
